drugname,reac,freq
ATENOLOL,Anaemia,8
ATENOLOL,Abdominal pain upper,8
ATENOLOL,Acute kidney injury,8
ATENOLOL,Constipation,8
ATENOLOL,Septic shock,8
ATENOLOL,Blood pressure increased,8
ATENOLOL,Cardiac failure,8
ATENOLOL,Product use issue,8
ATEZOLIZUMAB,Anaemia,57
ATEZOLIZUMAB,Death,49
ATEZOLIZUMAB,Diarrhoea,43
ATEZOLIZUMAB,Nausea,42
ATEZOLIZUMAB,Fatigue,40
ATEZOLIZUMAB,Decreased appetite,34
ATEZOLIZUMAB,Constipation,30
ATEZOLIZUMAB,White blood cell count decreased,27
ATEZOLIZUMAB,Hypothyroidism,26
ATEZOLIZUMAB,Dyspnoea,26
ATEZOLIZUMAB,Off label use,25
ATEZOLIZUMAB,Neutrophil count decreased,25
ATEZOLIZUMAB,Vomiting,24
ATEZOLIZUMAB,Pneumonia,24
ATEZOLIZUMAB,Neutropenic sepsis,21
ATEZOLIZUMAB,Febrile neutropenia,20
ATEZOLIZUMAB,Pyrexia,20
ATEZOLIZUMAB,Mucosal inflammation,17
ATEZOLIZUMAB,Platelet count decreased,17
ATEZOLIZUMAB,Hypertension,17
ATEZOLIZUMAB,Neuropathy peripheral,16
ATEZOLIZUMAB,Proteinuria,16
ATEZOLIZUMAB,Neutropenia,16
ATEZOLIZUMAB,Hypokalaemia,15
ATEZOLIZUMAB,Thrombocytopenia,15
ATEZOLIZUMAB,Malaise,15
ATEZOLIZUMAB,Interstitial lung disease,15
ATEZOLIZUMAB,Alopecia,14
ATEZOLIZUMAB,Headache,14
ATEZOLIZUMAB,Weight decreased,13
ATEZOLIZUMAB,Hyponatraemia,13
ATEZOLIZUMAB,Asthenia,13
ATEZOLIZUMAB,Dehydration,12
ATEZOLIZUMAB,Stomatitis,12
ATEZOLIZUMAB,Cough,12
ATEZOLIZUMAB,Abdominal pain,12
ATEZOLIZUMAB,Ascites,12
ATEZOLIZUMAB,Adrenal insufficiency,12
ATEZOLIZUMAB,Disease progression,11
ATEZOLIZUMAB,Lymphocyte count decreased,11
ATEZOLIZUMAB,Oedema peripheral,11
ATEZOLIZUMAB,Hypomagnesaemia,11
ATEZOLIZUMAB,Lower respiratory tract infection,10
ATEZOLIZUMAB,Urinary tract infection,10
ATEZOLIZUMAB,Hepatic function abnormal,10
ATEZOLIZUMAB,Epistaxis,10
ATEZOLIZUMAB,Arthralgia,10
ATEZOLIZUMAB,Myalgia,9
ATEZOLIZUMAB,Rash,9
ATEZOLIZUMAB,Pruritus,9
ATIVAN,Vomiting,15
ATIVAN,Headache,14
ATIVAN,Nausea,14
ATIVAN,Fatigue,11
ATIVAN,Off label use,11
ATIVAN,Weight decreased,11
ATIVAN,COVID-19,11
ATIVAN,Abdominal pain,10
ATIVAN,Seizure,10
ATIVAN,Constipation,9
ATIVAN,Nasopharyngitis,9
ATIVAN,Pain,9
ATIVAN,Inappropriate schedule of product administration,9
ATIVAN,Product dose omission issue,9
ATIVAN,Death,9
ATIVAN,Anxiety,8
ATIVAN,Drug ineffective,8
ATIVAN,Fall,8
ATIVAN,Diarrhoea,7
ATIVAN,Urinary tract infection,7
ATIVAN,Insurance issue,7
ATIVAN,Pneumonia,7
ATIVAN,Intentional product use issue,6
ATIVAN,Weight increased,6
ATIVAN,Dizziness,6
ATIVAN,Blood pressure increased,6
ATIVAN,Cellulitis,6
ATIVAN,Upper respiratory tract infection,6
ATIVAN,Malaise,6
ATIVAN,Gait disturbance,6
ATIVAN,Dyspnoea,5
ATIVAN,Pruritus,5
ATIVAN,Rash,5
ATIVAN,Gastrointestinal disorder,5
ATIVAN,Sinusitis,5
ATIVAN,Back pain,5
ATIVAN,Injection site pain,5
ATIVAN,Product use issue,5
ATIVAN,Depression,5
ATIVAN,Psychotic disorder,5
ATIVAN,Hypoaesthesia,5
ATIVAN,Migraine,5
ATIVAN,Condition aggravated,5
ATIVAN,Illness,5
ATIVAN,Arthralgia,5
ATIVAN,Pain in extremity,5
ATIVAN,Cardiac arrest,4
ATIVAN,Pneumonia aspiration,4
ATIVAN,Asthenia,4
ATIVAN,Hypertension,4
ATORVASTATIN,Pain,141
ATORVASTATIN,Fatigue,122
ATORVASTATIN,Diarrhoea,100
ATORVASTATIN,Acute kidney injury,91
ATORVASTATIN,Headache,87
ATORVASTATIN,Anxiety,82
ATORVASTATIN,Dizziness,74
ATORVASTATIN,Off label use,73
ATORVASTATIN,Dyspnoea,72
ATORVASTATIN,Nausea,70
ATORVASTATIN,Arthralgia,68
ATORVASTATIN,Emotional distress,67
ATORVASTATIN,Anhedonia,59
ATORVASTATIN,Vomiting,57
ATORVASTATIN,Malaise,57
ATORVASTATIN,Myalgia,56
ATORVASTATIN,Pruritus,55
ATORVASTATIN,Pneumonia,55
ATORVASTATIN,Fall,54
ATORVASTATIN,COVID-19,54
ATORVASTATIN,Asthenia,50
ATORVASTATIN,Chronic kidney disease,50
ATORVASTATIN,Weight decreased,49
ATORVASTATIN,Pyrexia,49
ATORVASTATIN,Pain in extremity,48
ATORVASTATIN,Anaemia,44
ATORVASTATIN,Gait disturbance,43
ATORVASTATIN,Hypertension,42
ATORVASTATIN,Product dose omission issue,42
ATORVASTATIN,Renal failure,42
ATORVASTATIN,Blood creatinine increased,41
ATORVASTATIN,Rash,40
ATORVASTATIN,Urinary tract infection,40
ATORVASTATIN,Confusional state,40
ATORVASTATIN,Cough,38
ATORVASTATIN,Back pain,38
ATORVASTATIN,Decreased appetite,38
ATORVASTATIN,Memory impairment,37
ATORVASTATIN,Peripheral swelling,36
ATORVASTATIN,Hypotension,36
ATORVASTATIN,Death,35
ATORVASTATIN,Insomnia,35
ATORVASTATIN,Drug ineffective,33
ATORVASTATIN,Blood pressure increased,32
ATORVASTATIN,Joint swelling,32
ATORVASTATIN,Medication error,32
ATORVASTATIN,Osteoporosis,32
ATORVASTATIN,Depression,30
ATORVASTATIN,Thrombocytopenia,29
ATORVASTATIN,Hepatic cytolysis,29
ATORVASTATIN CALCIUM,Fatigue,38
ATORVASTATIN CALCIUM,Diarrhoea,28
ATORVASTATIN CALCIUM,Pain,26
ATORVASTATIN CALCIUM,Off label use,25
ATORVASTATIN CALCIUM,Headache,25
ATORVASTATIN CALCIUM,Product dose omission issue,25
ATORVASTATIN CALCIUM,COVID-19,24
ATORVASTATIN CALCIUM,Nausea,24
ATORVASTATIN CALCIUM,Fall,22
ATORVASTATIN CALCIUM,Pneumonia,22
ATORVASTATIN CALCIUM,Pruritus,22
ATORVASTATIN CALCIUM,Sinusitis,20
ATORVASTATIN CALCIUM,Asthenia,20
ATORVASTATIN CALCIUM,Malaise,20
ATORVASTATIN CALCIUM,Dyspnoea,19
ATORVASTATIN CALCIUM,Cough,17
ATORVASTATIN CALCIUM,Weight decreased,17
ATORVASTATIN CALCIUM,Urinary tract infection,17
ATORVASTATIN CALCIUM,Pain in extremity,15
ATORVASTATIN CALCIUM,Arthralgia,15
ATORVASTATIN CALCIUM,Vomiting,15
ATORVASTATIN CALCIUM,Dizziness,14
ATORVASTATIN CALCIUM,Back pain,14
ATORVASTATIN CALCIUM,Blood pressure increased,13
ATORVASTATIN CALCIUM,Bronchitis,13
ATORVASTATIN CALCIUM,Influenza,12
ATORVASTATIN CALCIUM,Rash,12
ATORVASTATIN CALCIUM,Death,11
ATORVASTATIN CALCIUM,Peripheral swelling,11
ATORVASTATIN CALCIUM,Chest pain,11
ATORVASTATIN CALCIUM,Illness,11
ATORVASTATIN CALCIUM,Inappropriate schedule of product administration,11
ATORVASTATIN CALCIUM,Gait disturbance,10
ATORVASTATIN CALCIUM,Chills,10
ATORVASTATIN CALCIUM,Pyrexia,10
ATORVASTATIN CALCIUM,Upper respiratory tract infection,10
ATORVASTATIN CALCIUM,Insomnia,10
ATORVASTATIN CALCIUM,Anxiety,9
ATORVASTATIN CALCIUM,Nasopharyngitis,9
ATORVASTATIN CALCIUM,Constipation,9
ATORVASTATIN CALCIUM,Drug ineffective,9
ATORVASTATIN CALCIUM,Seasonal allergy,8
ATORVASTATIN CALCIUM,Injection site pain,8
ATORVASTATIN CALCIUM,Abdominal pain upper,8
ATORVASTATIN CALCIUM,Oropharyngeal pain,8
ATORVASTATIN CALCIUM,Ear infection,8
ATORVASTATIN CALCIUM,Weight increased,8
ATORVASTATIN CALCIUM,Feeling abnormal,8
ATORVASTATIN CALCIUM,Infection,8
ATORVASTATIN CALCIUM,Asthma,8
ATOVAQUONE,Neutropenia,9
ATOVAQUONE,Sepsis,7
ATOVAQUONE,Agranulocytosis,7
ATOVAQUONE,Hepatic cytolysis,6
ATOVAQUONE,Pneumonia,6
ATOVAQUONE,Dyspnoea,6
ATOVAQUONE,Pneumocystis jirovecii pneumonia,5
ATOVAQUONE,Acute respiratory distress syndrome,5
ATOVAQUONE,Anaemia,5
ATOVAQUONE,Anxiety,4
ATOVAQUONE,Pain,4
ATOVAQUONE,Anhedonia,4
ATOVAQUONE,Thrombocytopenia,4
ATOVAQUONE,Constipation,4
ATOVAQUONE,Off label use,4
ATOVAQUONE,Asthenia,4
ATOVAQUONE,Back pain,3
ATOVAQUONE,Acute kidney injury,3
ATOVAQUONE,Emotional distress,3
ATOVAQUONE,Neutrophil count decreased,3
ATOVAQUONE,Hypoxia,3
ATOVAQUONE,Chest pain,3
ATOVAQUONE,Pyrexia,3
ATOVAQUONE,Haemoglobin decreased,3
ATOVAQUONE,Tachycardia,3
ATOVAQUONE,Cough,3
ATOVAQUONE,Headache,3
ATOVAQUONE,Abdominal pain upper,3
ATOVAQUONE,Bronchitis,3
ATOVAQUONE,Lung disorder,3
ATOVAQUONE,Diarrhoea,3
ATOVAQUONE,Pancytopenia,3
ATOVAQUONE,Stomatitis,3
ATOVAQUONE,Congenital foot malformation,3
ATOVAQUONE,Foetal exposure during pregnancy,3
ATOVAQUONE,Phalangeal hypoplasia,3
ATOVAQUONE,Bone density decreased,2
ATOVAQUONE,Multiple fractures,2
ATOVAQUONE,Osteoporosis,2
ATOVAQUONE,Chronic kidney disease,2
ATOVAQUONE,Renal failure,2
ATOVAQUONE,Osteopenia,2
ATOVAQUONE,Pneumonia aspiration,2
ATOVAQUONE,Atrial fibrillation,2
ATOVAQUONE,Infectious pleural effusion,2
ATOVAQUONE,Nutritional condition abnormal,2
ATOVAQUONE,Pneumothorax,2
ATOVAQUONE,Cardiac failure acute,2
ATOVAQUONE,Supraventricular extrasystoles,2
ATOVAQUONE,Inflammatory marker increased,2
ATRIPLA,Emotional distress,200
ATRIPLA,Pain,200
ATRIPLA,Anxiety,191
ATRIPLA,Anhedonia,189
ATRIPLA,Chronic kidney disease,95
ATRIPLA,Osteoporosis,80
ATRIPLA,Osteopenia,70
ATRIPLA,Bone density decreased,60
ATRIPLA,Bone demineralisation,57
ATRIPLA,Renal failure,50
ATRIPLA,Depression,50
ATRIPLA,Renal impairment,43
ATRIPLA,Blood creatinine increased,41
ATRIPLA,Acute kidney injury,35
ATRIPLA,Multiple fractures,34
ATRIPLA,Fatigue,33
ATRIPLA,Economic problem,26
ATRIPLA,Gait disturbance,26
ATRIPLA,Foot fracture,23
ATRIPLA,Bone loss,18
ATRIPLA,Asthenia,18
ATRIPLA,Back pain,17
ATRIPLA,Loss of personal independence in daily activities,17
ATRIPLA,End stage renal disease,16
ATRIPLA,Decreased activity,15
ATRIPLA,Renal injury,15
ATRIPLA,Vitamin D deficiency,14
ATRIPLA,Pollakiuria,13
ATRIPLA,Quality of life decreased,13
ATRIPLA,Osteonecrosis,12
ATRIPLA,Rib fracture,11
ATRIPLA,Proteinuria,11
ATRIPLA,Mobility decreased,10
ATRIPLA,Hypertension,9
ATRIPLA,Dysstasia,9
ATRIPLA,Hand fracture,9
ATRIPLA,Drug ineffective,9
ATRIPLA,Hip fracture,8
ATRIPLA,Nephrolithiasis,8
ATRIPLA,Renal disorder,8
ATRIPLA,Wrist fracture,8
ATRIPLA,Tooth loss,8
ATRIPLA,Lower limb fracture,8
ATRIPLA,Osteoarthritis,7
ATRIPLA,Insomnia,7
ATRIPLA,Skeletal injury,7
ATRIPLA,Spinal compression fracture,6
ATRIPLA,Pain in extremity,6
ATRIPLA,Arthralgia,6
ATRIPLA,Ankle fracture,6
ATROVENT,Dyspnoea,17
ATROVENT,Constipation,10
ATROVENT,Nausea,9
ATROVENT,Condition aggravated,8
ATROVENT,Fatigue,8
ATROVENT,Vomiting,8
ATROVENT,Off label use,7
ATROVENT,Stress,7
ATROVENT,Cardiogenic shock,7
ATROVENT,Sepsis,7
ATROVENT,Incorrect route of product administration,7
ATROVENT,Death,7
ATROVENT,Multiple organ dysfunction syndrome,7
ATROVENT,Ascites,7
ATROVENT,Abdominal distension,7
ATROVENT,Pneumonia,7
ATROVENT,Drug hypersensitivity,6
ATROVENT,Bacterial infection,6
ATROVENT,Dry mouth,6
ATROVENT,Somnolence,6
ATROVENT,Blood pressure increased,6
ATROVENT,Sleep disorder,6
ATROVENT,Neuralgia,6
ATROVENT,Swelling,6
ATROVENT,Diarrhoea,5
ATROVENT,Pyrexia,5
ATROVENT,Weight decreased,5
ATROVENT,Drug intolerance,5
ATROVENT,Intentional product misuse,5
ATROVENT,General physical health deterioration,5
ATROVENT,Weight increased,5
ATROVENT,Arthralgia,5
ATROVENT,Asthma,5
ATROVENT,Wheezing,5
ATROVENT,Headache,5
ATROVENT,Appendicolith,4
ATROVENT,Hyponatraemia,4
ATROVENT,Ventricular fibrillation,4
ATROVENT,Abdominal pain,4
ATROVENT,Appendicitis,4
ATROVENT,Cough,3
ATROVENT,Pain,3
ATROVENT,Product use in unapproved indication,3
ATROVENT,Blood cholesterol increased,3
ATROVENT,Blood phosphorus increased,3
ATROVENT,Myasthenia gravis,3
ATROVENT,Blood uric acid increased,3
ATROVENT,Peripheral swelling,3
ATROVENT,Illness,3
ATROVENT,Decreased appetite,3
AUGMENTIN,COVID-19,16
AUGMENTIN,Sinusitis,14
AUGMENTIN,Asthenia,12
AUGMENTIN,Acute generalised exanthematous pustulosis,11
AUGMENTIN,Neutropenia,11
AUGMENTIN,Hepatic cytolysis,11
AUGMENTIN,Fall,10
AUGMENTIN,Nausea,10
AUGMENTIN,Cough,10
AUGMENTIN,Headache,10
AUGMENTIN,Condition aggravated,10
AUGMENTIN,Back pain,9
AUGMENTIN,Bronchitis,9
AUGMENTIN,Pyrexia,9
AUGMENTIN,Pneumonia,9
AUGMENTIN,Diarrhoea,9
AUGMENTIN,Erythema,8
AUGMENTIN,Product dose omission issue,8
AUGMENTIN,Product use issue,8
AUGMENTIN,Cholestasis,8
AUGMENTIN,Febrile neutropenia,7
AUGMENTIN,Weight increased,7
AUGMENTIN,Malaise,7
AUGMENTIN,Off label use,6
AUGMENTIN,Pain,6
AUGMENTIN,Vomiting,6
AUGMENTIN,Blood pressure increased,6
AUGMENTIN,Fatigue,6
AUGMENTIN,Upper respiratory tract infection,6
AUGMENTIN,Insurance issue,5
AUGMENTIN,Illness,5
AUGMENTIN,Weight decreased,5
AUGMENTIN,Viral infection,5
AUGMENTIN,Anxiety,5
AUGMENTIN,Inappropriate schedule of product administration,5
AUGMENTIN,Dyspnoea,5
AUGMENTIN,Pain in extremity,5
AUGMENTIN,Abdominal pain upper,5
AUGMENTIN,Hypotension,5
AUGMENTIN,Infusion related reaction,4
AUGMENTIN,Diverticulitis,4
AUGMENTIN,Balance disorder,4
AUGMENTIN,Depression,4
AUGMENTIN,Crying,4
AUGMENTIN,Skin laceration,4
AUGMENTIN,Drug hypersensitivity,4
AUGMENTIN,Infection,4
AUGMENTIN,Influenza,4
AUGMENTIN,Gastrointestinal disorder,4
AUGMENTIN,Head injury,4
AVASTIN,Cerebrovascular accident,10
AVASTIN,Off label use,7
AVASTIN,Platelet count decreased,6
AVASTIN,Diarrhoea,6
AVASTIN,Disease progression,6
AVASTIN,Nausea,6
AVASTIN,Vomiting,6
AVASTIN,Anaemia,5
AVASTIN,Tubulointerstitial nephritis,5
AVASTIN,Urinary tract infection,5
AVASTIN,Fatigue,5
AVASTIN,Dyspnoea,5
AVASTIN,Headache,5
AVASTIN,Pain,5
AVASTIN,Renal impairment,4
AVASTIN,Septic shock,4
AVASTIN,Adrenal insufficiency,4
AVASTIN,Acute kidney injury,4
AVASTIN,Varices oesophageal,4
AVASTIN,Cardiac failure,4
AVASTIN,Dizziness,4
AVASTIN,Asthenia,4
AVASTIN,Interstitial lung disease,3
AVASTIN,Constipation,3
AVASTIN,Pruritus,3
AVASTIN,Erythema multiforme,3
AVASTIN,Ascites,3
AVASTIN,Rash,3
AVASTIN,Pyrexia,3
AVASTIN,Proteinuria,3
AVASTIN,Chest pain,3
AVASTIN,Deep vein thrombosis,3
AVASTIN,Hypoalbuminaemia,3
AVASTIN,Dermatitis,3
AVASTIN,Blood creatinine increased,3
AVASTIN,Disseminated intravascular coagulation,3
AVASTIN,Oesophageal varices haemorrhage,3
AVASTIN,Dyspepsia,3
AVASTIN,Cerebral infarction,3
AVASTIN,Glioblastoma,3
AVASTIN,Ischaemic stroke,3
AVASTIN,Incorrect route of product administration,3
AVASTIN,Arthralgia,3
AVASTIN,Weight decreased,3
AVASTIN,Ileus,2
AVASTIN,Neutrophil count decreased,2
AVASTIN,Spinal compression fracture,2
AVASTIN,Liver disorder,2
AVASTIN,Feeling abnormal,2
AVASTIN,Haemoglobin decreased,2
AZACITIDINE,Febrile neutropenia,27
AZACITIDINE,Pyrexia,20
AZACITIDINE,Acute myeloid leukaemia,19
AZACITIDINE,Myelosuppression,19
AZACITIDINE,Neutropenia,16
AZACITIDINE,Neutrophil count decreased,16
AZACITIDINE,Platelet count decreased,16
AZACITIDINE,Pneumonia,15
AZACITIDINE,White blood cell count decreased,15
AZACITIDINE,Anaemia,15
AZACITIDINE,Death,12
AZACITIDINE,Off label use,11
AZACITIDINE,Thrombocytopenia,10
AZACITIDINE,Disease progression,9
AZACITIDINE,Septic shock,9
AZACITIDINE,Sepsis,7
AZACITIDINE,Tumour lysis syndrome,6
AZACITIDINE,Fatigue,6
AZACITIDINE,Nausea,6
AZACITIDINE,COVID-19,6
AZACITIDINE,Haemoglobin decreased,6
AZACITIDINE,Acute kidney injury,5
AZACITIDINE,Acute myeloid leukaemia recurrent,5
AZACITIDINE,Constipation,5
AZACITIDINE,Upper gastrointestinal haemorrhage,5
AZACITIDINE,Drug ineffective,5
AZACITIDINE,Pancytopenia,5
AZACITIDINE,Cytopenia,4
AZACITIDINE,Diarrhoea,4
AZACITIDINE,General physical health deterioration,4
AZACITIDINE,Leukopenia,4
AZACITIDINE,Cardiac failure acute,4
AZACITIDINE,Disease recurrence,3
AZACITIDINE,Blood bilirubin increased,3
AZACITIDINE,Escherichia sepsis,3
AZACITIDINE,Disseminated intravascular coagulation,3
AZACITIDINE,Infection,3
AZACITIDINE,Cerebral haemorrhage,3
AZACITIDINE,Asthenia,3
AZACITIDINE,Hypokalaemia,3
AZACITIDINE,Malaise,3
AZACITIDINE,Colitis,3
AZACITIDINE,Cerebrovascular accident,3
AZACITIDINE,Immunodeficiency,3
AZACITIDINE,Laboratory test abnormal,3
AZACITIDINE,Vomiting,3
AZACITIDINE,Agranulocytosis,3
AZACITIDINE,Bone pain,2
AZACITIDINE,Depressed level of consciousness,2
AZACITIDINE,Dyspnoea,2
AZATHIOPRINE,Off label use,30
AZATHIOPRINE,Diarrhoea,19
AZATHIOPRINE,Malaise,18
AZATHIOPRINE,Drug ineffective,18
AZATHIOPRINE,Abdominal pain,16
AZATHIOPRINE,Crohn's disease,13
AZATHIOPRINE,Pyrexia,13
AZATHIOPRINE,Fatigue,13
AZATHIOPRINE,COVID-19,13
AZATHIOPRINE,Dizziness,12
AZATHIOPRINE,Pain,12
AZATHIOPRINE,Weight increased,12
AZATHIOPRINE,Asthenia,12
AZATHIOPRINE,Weight decreased,12
AZATHIOPRINE,Inappropriate schedule of product administration,11
AZATHIOPRINE,Nausea,11
AZATHIOPRINE,Arthralgia,10
AZATHIOPRINE,Infection,9
AZATHIOPRINE,Product dose omission issue,9
AZATHIOPRINE,Cough,9
AZATHIOPRINE,Headache,9
AZATHIOPRINE,Colitis ulcerative,9
AZATHIOPRINE,Rash,8
AZATHIOPRINE,Condition aggravated,8
AZATHIOPRINE,Pneumonia,7
AZATHIOPRINE,Haematochezia,6
AZATHIOPRINE,Influenza,6
AZATHIOPRINE,Erythema,6
AZATHIOPRINE,Dyspnoea,6
AZATHIOPRINE,Decreased appetite,6
AZATHIOPRINE,Anaemia,6
AZATHIOPRINE,Pneumonia influenzal,6
AZATHIOPRINE,Hypersensitivity pneumonitis,6
AZATHIOPRINE,Respiratory failure,6
AZATHIOPRINE,Lung infiltration,6
AZATHIOPRINE,Mechanical ileus,6
AZATHIOPRINE,Photosensitivity reaction,6
AZATHIOPRINE,Frequent bowel movements,5
AZATHIOPRINE,Vomiting,5
AZATHIOPRINE,Anxiety,5
AZATHIOPRINE,Depression,5
AZATHIOPRINE,Sinusitis,5
AZATHIOPRINE,Infusion related reaction,5
AZATHIOPRINE,Urinary tract infection,5
AZATHIOPRINE,Product use issue,5
AZATHIOPRINE,Productive cough,5
AZATHIOPRINE,Abdominal discomfort,5
AZATHIOPRINE,Pruritus,5
AZATHIOPRINE,Insomnia,5
AZATHIOPRINE,Hypertension,5
AZELASTINE,Sinusitis,14
AZELASTINE,Product dose omission issue,11
AZELASTINE,Pain,10
AZELASTINE,Pneumonia,8
AZELASTINE,Fatigue,8
AZELASTINE,Upper respiratory tract infection,8
AZELASTINE,COVID-19,7
AZELASTINE,Bronchitis,6
AZELASTINE,Infection,6
AZELASTINE,Urinary tract infection,6
AZELASTINE,Inappropriate schedule of product administration,6
AZELASTINE,Nausea,5
AZELASTINE,Drug hypersensitivity,5
AZELASTINE,Vomiting,5
AZELASTINE,Herpes zoster,5
AZELASTINE,Seasonal allergy,5
AZELASTINE,Headache,5
AZELASTINE,Malaise,5
AZELASTINE,Asthma,4
AZELASTINE,Nasopharyngitis,4
AZELASTINE,Viral infection,4
AZELASTINE,Infusion site pruritus,4
AZELASTINE,Vision blurred,4
AZELASTINE,Ear infection,4
AZELASTINE,Weight decreased,4
AZELASTINE,Rash,4
AZELASTINE,Arthralgia,4
AZELASTINE,Pruritus,4
AZELASTINE,Anxiety,4
AZELASTINE,Feeling abnormal,4
AZELASTINE,Diverticulitis,3
AZELASTINE,Infusion site pain,3
AZELASTINE,Oropharyngeal pain,3
AZELASTINE,Contusion,3
AZELASTINE,Insurance issue,3
AZELASTINE,Infusion site extravasation,3
AZELASTINE,Fall,3
AZELASTINE,Pain in extremity,3
AZELASTINE,Migraine,3
AZELASTINE,Back pain,3
AZELASTINE,Diarrhoea,3
AZELASTINE,Asthenia,3
AZELASTINE,Dizziness,3
AZELASTINE,Emotional distress,3
AZELASTINE,Hypersensitivity,3
AZELASTINE,Abdominal discomfort,3
AZELASTINE,Paranasal sinus discomfort,2
AZELASTINE,Nasal discomfort,2
AZELASTINE,Vertigo,2
AZELASTINE,Scar,2
AZELASTINE HYDROCHLORIDE,Sinusitis,25
AZELASTINE HYDROCHLORIDE,Product dose omission issue,17
AZELASTINE HYDROCHLORIDE,COVID-19,16
AZELASTINE HYDROCHLORIDE,Headache,12
AZELASTINE HYDROCHLORIDE,Upper respiratory tract infection,11
AZELASTINE HYDROCHLORIDE,Pneumonia,10
AZELASTINE HYDROCHLORIDE,Nausea,9
AZELASTINE HYDROCHLORIDE,Fatigue,9
AZELASTINE HYDROCHLORIDE,Vomiting,9
AZELASTINE HYDROCHLORIDE,Bronchitis,8
AZELASTINE HYDROCHLORIDE,Ear infection,8
AZELASTINE HYDROCHLORIDE,Urinary tract infection,8
AZELASTINE HYDROCHLORIDE,Inappropriate schedule of product administration,7
AZELASTINE HYDROCHLORIDE,Infection,6
AZELASTINE HYDROCHLORIDE,Nasopharyngitis,6
AZELASTINE HYDROCHLORIDE,Diarrhoea,6
AZELASTINE HYDROCHLORIDE,Malaise,6
AZELASTINE HYDROCHLORIDE,Infusion site pain,5
AZELASTINE HYDROCHLORIDE,Seasonal allergy,5
AZELASTINE HYDROCHLORIDE,Infusion site extravasation,5
AZELASTINE HYDROCHLORIDE,Rash,5
AZELASTINE HYDROCHLORIDE,Cough,5
AZELASTINE HYDROCHLORIDE,Dyspnoea,5
AZELASTINE HYDROCHLORIDE,Nasal congestion,5
AZELASTINE HYDROCHLORIDE,Arthralgia,5
AZELASTINE HYDROCHLORIDE,Fall,5
AZELASTINE HYDROCHLORIDE,Staphylococcal infection,4
AZELASTINE HYDROCHLORIDE,Drug hypersensitivity,4
AZELASTINE HYDROCHLORIDE,Asthma,4
AZELASTINE HYDROCHLORIDE,Viral infection,4
AZELASTINE HYDROCHLORIDE,Lower respiratory tract infection,4
AZELASTINE HYDROCHLORIDE,Infusion site pruritus,4
AZELASTINE HYDROCHLORIDE,Vision blurred,4
AZELASTINE HYDROCHLORIDE,Oropharyngeal pain,4
AZELASTINE HYDROCHLORIDE,Herpes zoster,4
AZELASTINE HYDROCHLORIDE,Weight decreased,4
AZELASTINE HYDROCHLORIDE,Product use issue,4
AZELASTINE HYDROCHLORIDE,Insurance issue,4
AZELASTINE HYDROCHLORIDE,Asthenia,4
AZELASTINE HYDROCHLORIDE,Migraine,4
AZELASTINE HYDROCHLORIDE,Illness,4
AZELASTINE HYDROCHLORIDE,Infusion related reaction,4
AZELASTINE HYDROCHLORIDE,Pruritus,4
AZELASTINE HYDROCHLORIDE,Influenza,4
AZELASTINE HYDROCHLORIDE,Pain,4
AZELASTINE HYDROCHLORIDE,Conjunctivitis,3
AZELASTINE HYDROCHLORIDE,Gastrointestinal disorder,3
AZELASTINE HYDROCHLORIDE,Contusion,3
AZELASTINE HYDROCHLORIDE,Injection site erythema,3
AZELASTINE HYDROCHLORIDE,Gait disturbance,3
AZITHROMYCIN,Pain,42
AZITHROMYCIN,Dyspnoea,32
AZITHROMYCIN,Fatigue,31
AZITHROMYCIN,Anxiety,30
AZITHROMYCIN,Off label use,29
AZITHROMYCIN,Pneumonia,28
AZITHROMYCIN,Product dose omission issue,28
AZITHROMYCIN,COVID-19,27
AZITHROMYCIN,Emotional distress,26
AZITHROMYCIN,Anhedonia,25
AZITHROMYCIN,Sinusitis,25
AZITHROMYCIN,Pruritus,23
AZITHROMYCIN,Headache,23
AZITHROMYCIN,Cough,22
AZITHROMYCIN,Weight increased,16
AZITHROMYCIN,Arthralgia,16
AZITHROMYCIN,Influenza,16
AZITHROMYCIN,Nausea,16
AZITHROMYCIN,Malaise,15
AZITHROMYCIN,Weight decreased,15
AZITHROMYCIN,Pyrexia,15
AZITHROMYCIN,Chronic kidney disease,14
AZITHROMYCIN,Dizziness,14
AZITHROMYCIN,Rash,14
AZITHROMYCIN,Abdominal pain,14
AZITHROMYCIN,Upper respiratory tract infection,14
AZITHROMYCIN,Bronchitis,14
AZITHROMYCIN,Diarrhoea,13
AZITHROMYCIN,Osteoporosis,13
AZITHROMYCIN,Vomiting,13
AZITHROMYCIN,Renal failure,12
AZITHROMYCIN,Depression,12
AZITHROMYCIN,Asthenia,12
AZITHROMYCIN,Dyspepsia,12
AZITHROMYCIN,Nasopharyngitis,11
AZITHROMYCIN,Asthma,11
AZITHROMYCIN,Blood pressure increased,11
AZITHROMYCIN,Blood creatinine increased,11
AZITHROMYCIN,Drug hypersensitivity,10
AZITHROMYCIN,Palpitations,10
AZITHROMYCIN,Ear infection,10
AZITHROMYCIN,Fall,10
AZITHROMYCIN,Dyspnoea exertional,9
AZITHROMYCIN,Chills,9
AZITHROMYCIN,Renal impairment,9
AZITHROMYCIN,Illness,9
AZITHROMYCIN,Migraine,9
AZITHROMYCIN,Rhinorrhoea,8
AZITHROMYCIN,Gait disturbance,8
AZITHROMYCIN,Chest discomfort,8
